"    Landmark","X1","Y1","X2","Y2","dX","dY","X3","Y3","dX","dY","X4","Y4","dX","dY","X5","Y5","dX","dY","X6","Y6","dX","dY","X7","Y7","dX","dY","X8","Y8","dX","dY","X9","Y9","dX","dY","X10","Y10","dX","dY"
"POGONION","43.4","-101.7","42.9","-104.0","-0.6","-2.4","43.8","-105.9","0.4","-4.2","43.6","-109.6","0.2","-7.9","40.3","-114.1","-3.2","-12.5","41.8","-118.3","-1.6","-16.6","42.8","-119.6","-0.6","-17.9","44.7","-117.1","1.3","-15.5","40.3","-122.0","-3.1","-20.4","40.7","-124.8","-2.7","-23.2"
"MENTON","34.1","-105.6","33.4","-109.2","-0.7","-3.6","34.6","-110.3","0.6","-4.7","34.1","-113.6","0.0","-8.0","30.4","-117.7","-3.6","-12.1","32.3","-122.8","-1.8","-17.2","33.9","-124.1","-0.2","-18.4","35.2","-124.5","1.1","-18.8","30.7","-127.7","-3.4","-22.1","31.0","-130.0","-3.1","-24.3"
"U 6 APEX","n/a","n/a","39.2","-46.5","n/a","n/a","41.4","-46.0","n/a","n/a","41.3","-48.1","n/a","n/a","40.0","-50.4","n/a","n/a","40.7","-54.1","n/a","n/a","42.4","-55.0","n/a","n/a","43.1","-58.9","n/a","n/a","38.8","-59.7","n/a","n/a","39.3","-60.5","n/a","n/a"
"U 6 CUSP","n/a","n/a","29.5","-64.4","n/a","n/a","31.7","-66.2","n/a","n/a","31.1","-68.3","n/a","n/a","29.7","-70.6","n/a","n/a","30.9","-74.0","n/a","n/a","32.0","-75.6","n/a","n/a","33.8","-77.7","n/a","n/a","31.6","-78.5","n/a","n/a","33.3","-80.2","n/a","n/a"
"L 6 CUSP","n/a","n/a","29.3","-66.1","n/a","n/a","30.7","-65.7","n/a","n/a","31.1","-69.6","n/a","n/a","30.1","-71.0","n/a","n/a","31.1","-74.9","n/a","n/a","32.5","-76.8","n/a","n/a","33.8","-78.5","n/a","n/a","32.7","-79.5","n/a","n/a","33.4","-81.1","n/a","n/a"
"L 6 APEX","n/a","n/a","20.8","-83.3","n/a","n/a","20.3","-85.4","n/a","n/a","19.9","-87.5","n/a","n/a","17.2","-92.7","n/a","n/a","18.6","-97.1","n/a","n/a","20.1","-97.8","n/a","n/a","21.2","-97.6","n/a","n/a","20.8","-99.1","n/a","n/a","20.6","-101.2","n/a","n/a"
"GONION L","-3.5","-77.7","-4.4","-79.9","-0.9","-2.2","-6.3","-79.2","-2.8","-1.5","-5.9","-82.8","-2.4","-5.1","-8.2","-86.7","-4.7","-9.1","-9.6","-90.0","-6.1","-12.3","-8.3","-92.0","-4.8","-14.4","-8.7","-91.9","-5.2","-14.2","-10.9","-93.0","-7.4","-15.3","-11.5","-96.0","-8.0","-18.4"
"GONION U","-2.8","-73.5","-6.3","-75.5","-3.5","-2.0","-5.7","-77.1","-2.9","-3.7","-6.3","-80.2","-3.6","-6.8","-10.9","-81.7","-8.2","-8.3","-10.4","-85.6","-7.7","-12.2","-9.7","-86.5","-6.9","-13.0","-6.3","-89.8","-3.5","-16.4","-10.9","-90.4","-8.1","-17.0","-11.8","-92.2","-9.0","-18.7"
"CONDYLE","-13.0","-16.6","-13.9","-15.0","-1.0","1.6","-14.2","-15.6","-1.3","1.0","-12.6","-16.5","0.3","0.1","-14.8","-16.7","-1.8","-0.1","-14.7","-17.3","-1.7","-0.7","-13.4","-18.0","-0.4","-1.4","-13.9","-16.5","-1.0","0.1","-14.1","-18.8","-1.1","-2.2","-12.6","-19.3","0.4","-2.7"
"PNS","18.1","-41.4","16.2","-42.8","-1.9","-1.4","18.0","-43.5","-0.1","-2.1","16.9","-44.8","-1.2","-3.4","15.9","-48.5","-2.3","-7.1","17.7","-50.0","-0.4","-8.7","18.4","-51.4","0.3","-10.1","15.9","-49.4","-2.2","-8.1","14.3","-50.2","-3.8","-8.9","16.3","-50.1","-1.8","-8.8"
"BASION","-24.0","-30.7","-25.4","-32.8","-1.3","-2.1","-24.6","-33.1","-0.6","-2.4","-26.3","-35.5","-2.3","-4.8","-26.8","-35.0","-2.8","-4.3","-27.4","-36.1","-3.4","-5.4","-26.3","-35.1","-2.3","-4.4","-25.2","-34.4","-1.2","-3.7","-25.1","-33.8","-1.1","-3.0","-27.5","-34.4","-3.5","-3.7"
"MID GONION","-3.1","-75.6","-5.3","-77.7","-2.2","-2.1","-6.0","-78.2","-2.9","-2.6","-6.1","-81.5","-3.0","-6.0","-9.6","-84.2","-6.4","-8.7","-10.0","-87.8","-6.9","-12.3","-9.0","-89.3","-5.8","-13.7","-7.5","-90.9","-4.4","-15.3","-10.9","-91.7","-7.7","-16.1","-11.7","-94.1","-8.5","-18.5"
"ANS","65.1","-45.8","65.6","-48.7","0.5","-3.0","66.2","-48.3","1.1","-2.5","67.1","-49.4","2.0","-3.6","66.4","-53.4","1.3","-7.6","68.8","-55.2","3.7","-9.4","67.9","-53.9","2.8","-8.1","67.4","-53.8","2.3","-8.0","66.0","-57.1","0.9","-11.3","67.7","-57.4","2.6","-11.6"
"ARTICULAR","-13.7","-25.5","-13.1","-26.2","0.6","-0.7","-13.3","-27.1","0.3","-1.6","-13.7","-28.4","-0.0","-2.9","-14.6","-28.7","-0.9","-3.2","-15.6","-29.6","-1.9","-4.1","-15.1","-29.4","-1.4","-3.9","-14.9","-30.9","-1.2","-5.4","-16.0","-29.7","-2.4","-4.2","-16.0","-30.8","-2.3","-5.3"
